topic,subtopic,keywords,exam_boards,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty
Particles and Nuclear Structure,Particle Accelerators and Detectors,charge;magnetic field;curvature;detectors,Eduqas;AQA;OCR;Edexcel,Which of the following describes how the charge of a particle can be inferred in a magnetic field detector?,By its speed,By its mass,By the curvature and direction of its path,By the size of its ionisation track,C,Charged particles curve in magnetic fields; the direction and radius of curvature reveal the sign and magnitude of charge.,hard
Electricity,Internal Resistance,internal resistance;definition;battery,Eduqas;AQA;OCR;Edexcel,What is internal resistance in a power source?,The resistance of connecting wires,The opposition to current outside the battery,The resistance within the power supply itself,The total resistance in a series circuit,C,Internal resistance is the resistance inside a battery or power source that causes energy loss.,easy
Electricity,Internal Resistance,emf;internal resistance;equation,Eduqas;AQA;OCR;Edexcel,"Which formula relates EMF, terminal voltage, and internal resistance?",E = IR,V = IR,E = V + Ir,V = E + Ir,C,"E = V + Ir, where E is EMF, V is terminal p.d., I is current, and r is internal resistance.",medium
Electricity,Internal Resistance,terminal voltage;calculation;internal resistance,Eduqas;AQA;OCR;Edexcel,"A battery has an EMF of 12 V and internal resistance of 1 Ω. If 2 A flows, what is the terminal voltage?",14 V,10 V,12 V,9 V,B,V = E – Ir = 12 – (2×1) = 10 V.,medium
Electricity,Internal Resistance,terminal pd;current;internal resistance,Eduqas;AQA;OCR;Edexcel,What happens to terminal p.d. as current increases in a circuit with internal resistance?,It increases,It remains the same,It decreases,It becomes negative,C,"As current increases, the voltage drop across internal resistance (Ir) increases, reducing terminal p.d.",medium
Electricity,Internal Resistance,internal resistance;calculation;EMF,Eduqas;AQA;OCR;Edexcel,A power supply has an EMF of 6 V and delivers 1.5 A with a terminal p.d. of 4.5 V. What is its internal resistance?,1.5 Ω,2.0 Ω,1.0 Ω,3.0 Ω,A,E = V + Ir → 6 = 4.5 + (1.5)r → r = 1.5 Ω.,hard
Electricity,Internal Resistance,battery;heat;internal resistance,Eduqas;AQA;OCR;Edexcel,Why does a battery get warm under load?,Current flows backward,It has no resistance,Energy is dissipated as heat due to internal resistance,Chemical reactions are reversed,C,Internal resistance causes power dissipation as heat when current flows.,easy
Electricity,Internal Resistance,power;internal resistance;heat loss,Eduqas;AQA;OCR;Edexcel,What is the power dissipated inside a battery due to internal resistance?,P = VI,P = I²r,P = V/r,P = Ir²,B,"Power dissipated internally is P = I²r, where r is the internal resistance.",medium
Electricity,Internal Resistance,terminal pd;emf;internal resistance,Eduqas;AQA;OCR;Edexcel,"If a cell's terminal p.d. is nearly equal to its EMF, what does this suggest?",High current flow,Large internal resistance,Low internal resistance,Open circuit,C,"Low internal resistance means minimal voltage drop, so terminal p.d. ≈ EMF.",medium
Electricity,Internal Resistance,power;internal;current,Eduqas;AQA;OCR;Edexcel,A battery delivers 3 A and has an internal resistance of 0.2 Ω. How much power is lost internally?,0.6 W,1.8 W,9 W,0.2 W,A,P = I²r = 3² × 0.2 = 0.6 W.,hard
Electricity,Internal Resistance,reduce;internal resistance;cells,Eduqas;AQA;OCR;Edexcel,Which of the following reduces the effect of internal resistance?,Increasing the current drawn,Connecting more cells in series,Using cells with lower internal resistance,Using shorter wires in the circuit,C,Cells with low internal resistance reduce voltage drop and energy loss.,medium
Electricity,Series and Parallel Circuits,series circuit;resistance;sum,Eduqas;AQA;OCR;Edexcel,"In a series circuit, how is the total resistance calculated?",The product of all resistances,The sum of all resistances,The reciprocal of the sum of reciprocals,It remains the same as one resistor,B,Total resistance in a series circuit is the sum of the individual resistances: R_total = R₁ + R₂ + ...,easy
Electricity,Series and Parallel Circuits,parallel circuit;current;branches,Eduqas;AQA;OCR;Edexcel,What happens to the total current in a parallel circuit when more branches are added?,It decreases,It stays the same,It increases,It becomes zero,C,Adding more branches in parallel decreases total resistance and increases total current (if voltage is constant).,medium
Electricity,Series and Parallel Circuits,parallel circuit;resistance;reciprocal,Eduqas;AQA;OCR;Edexcel,Which formula is used to find total resistance in a parallel circuit?,R_total = R₁ + R₂,R_total = R₁ × R₂,1/R_total = 1/R₁ + 1/R₂ + ...,R_total = V/I,C,In parallel circuits: 1/R_total = 1/R₁ + 1/R₂ + ...,medium
Electricity,Series and Parallel Circuits,series;current;same,Eduqas;AQA;OCR;Edexcel,"In a series circuit with 3 identical resistors, what is the current through each resistor?",Different for each,Zero,The same through all,Depends on the power supply,C,"In a series circuit, the same current flows through all components.",easy
Electricity,Series and Parallel Circuits,resistors;parallel;resistance,Eduqas;AQA;OCR;Edexcel,"Two resistors, 6 Ω and 3 Ω, are connected in parallel. What is the total resistance?",9 Ω,2 Ω,4 Ω,1.5 Ω,B,1/R_total = 1/6 + 1/3 = 0.5 → R_total = 2 Ω.,hard
Electricity,Series and Parallel Circuits,parallel;voltage;constant,Eduqas;AQA;OCR;Edexcel,"In a parallel circuit, which quantity is the same across each component?",Current,Resistance,Power,Voltage,D,"In parallel circuits, each component experiences the full supply voltage.",easy
Electricity,Series and Parallel Circuits,parallel;current;total,Eduqas;AQA;OCR;Edexcel,"What is the total current in a parallel circuit with branches carrying 2 A, 3 A, and 1 A?",3 A,5 A,6 A,2 A,C,Total current = sum of branch currents = 2 + 3 + 1 = 6 A.,medium
Electricity,Series and Parallel Circuits,series;energy;distribution,Eduqas;AQA;OCR;Edexcel,Which of the following is true about energy loss in a series circuit?,It only occurs in the last resistor,It is greater than in parallel circuits,Each resistor gets the same power,Total energy is divided among components,D,"In series circuits, energy is shared among components depending on their resistance.",medium
Electricity,Series and Parallel Circuits,series;voltage;equal resistors,Eduqas;AQA;OCR;Edexcel,"In a series circuit with a 12 V battery and two equal resistors, what is the voltage across each?",6 V,12 V,0 V,Depends on resistance,A,Voltage divides equally across identical resistors: 12 V / 2 = 6 V each.,easy
Electricity,Series and Parallel Circuits,parallel;adding resistor;resistance,Eduqas;AQA;OCR;Edexcel,How does adding a resistor in parallel affect total resistance?,Increases it,Decreases it,No effect,Doubles it,B,Adding resistors in parallel always decreases total resistance.,easy
Electricity,Power and Energy Transfer,power;formula;current;voltage,Eduqas;AQA;OCR;Edexcel,What is the formula for electrical power in terms of current and voltage?,P = IV,P = V/R,P = I²R,P = V²/R,A,"Power = Current × Voltage, or P = IV.",easy
Electricity,Power and Energy Transfer,power;unit;watt,Eduqas;AQA;OCR;Edexcel,What is the unit of electrical power?,Watt,Joule,Ampere,Volt,A,The SI unit of power is the Watt (W).,easy
Electricity,Power and Energy Transfer,power;resistor;V squared over R,Eduqas;AQA;OCR;Edexcel,Which of the following expressions is valid for power in a resistor?,P = IR,P = V²/R,P = I/R,P = R/V,B,For a resistor: P = V²/R (from Ohm’s Law and P = IV).,medium
Electricity,Power and Energy Transfer,power;calculation;voltage;current,Eduqas;AQA;OCR;Edexcel,An appliance operates at 230 V and draws 2 A of current. What is its power consumption?,460 W,115 W,4600 W,1150 W,A,P = IV = 230 × 2 = 460 W.,medium
Electricity,Power and Energy Transfer,energy;calculation;power;time,Eduqas;AQA;OCR;Edexcel,A 60 W light bulb is on for 3 hours. How much energy is transferred?,180 J,180 kJ,"648,000 J",180 Wh,C,"Energy = Power × Time = 60 × 3 × 3600 = 648,000 J.",medium
Electricity,Power and Energy Transfer,energy;power;time;relationship,Eduqas;AQA;OCR;Edexcel,Which formula correctly relates energy transferred with power and time?,E = P/t,E = P × t,E = P²/t,E = t/P,B,Energy transferred E = Power × Time.,easy
Electricity,Power and Energy Transfer,energy;heater;calculation,Eduqas;AQA;OCR;Edexcel,What is the energy transferred by a 2 kW heater running for 30 minutes?,"60,000 J","1,800,000 J",600 J,3.6 × 10⁶ J,B,E = P × t = 2000 × 1800 = 1.8 × 10⁶ J.,hard
Electricity,Power and Energy Transfer,power;output;current,Eduqas;AQA;OCR;Edexcel,Which of the following increases power output in a circuit?,Decreasing voltage,Increasing resistance,Increasing current,Reducing time,C,"Since P = IV, increasing current increases power.",medium
Electricity,Power and Energy Transfer,resistor;power;current squared,Eduqas;AQA;OCR;Edexcel,What happens to power dissipation in a resistor if the current is doubled?,Doubles,Halves,Quadruples,Stays the same,C,"P = I²R, so doubling I leads to four times the power.",medium
Electricity,Power and Energy Transfer,joule;unit;watt second,Eduqas;AQA;OCR;Edexcel,Which unit is equivalent to a Joule?,Watt × second,Volt × Ampere,Ohm × Coulomb,Ampere × second,A,Joule = Watt × second (energy = power × time).,hard
Electricity,Kirchhoff’s Laws,Kirchhoff's First Law;current;junction,Eduqas;AQA;OCR;Edexcel,What does Kirchhoff’s First Law state?,The total voltage around a loop is zero,The sum of EMFs equals the sum of potential drops,The total current entering a junction equals the total current leaving,The resistance in a series circuit is constant,C,Kirchhoff’s First Law states that the total current entering a junction is equal to the total current leaving it (conservation of charge).,easy
Electricity,Kirchhoff’s Laws,Kirchhoff's Second Law;energy;conservation,Eduqas;AQA;OCR;Edexcel,Kirchhoff’s Second Law is based on which conservation principle?,Conservation of charge,Conservation of mass,Conservation of energy,Conservation of momentum,C,Kirchhoff’s Second Law is derived from the conservation of energy.,medium
Electricity,Kirchhoff’s Laws,Kirchhoff's Second Law;voltage loop,Eduqas;AQA;OCR;Edexcel,"In a closed loop, the algebraic sum of all voltages is:",Equal to the total resistance,Always positive,Equal to zero,Equal to current times resistance,C,Kirchhoff’s Second Law states that the sum of EMFs and potential differences in a loop equals zero.,easy
Electricity,Kirchhoff’s Laws,current;Kirchhoff's First Law;junction,Eduqas;AQA;OCR;Edexcel,"At a junction, if 3 A flows in and 1 A flows out one branch and 0.5 A in another, what is the current in the remaining branch?",0.5 A in,1.5 A out,1.5 A in,1 A in,B,3 A in = 1 A + 0.5 A + x → x = 1.5 A out.,medium
Electricity,Kirchhoff’s Laws,Kirchhoff;loop;voltage drop,Eduqas;AQA;OCR;Edexcel,"In a circuit loop with a 12 V battery and resistors dropping 5 V and 4 V, what is the remaining voltage drop?",3 V,1 V,7 V,12 V,A,Total voltage drops must equal the EMF: 5 + 4 + x = 12 → x = 3 V.,medium
Electricity,Kirchhoff’s Laws,Kirchhoff's Laws;validity;conditions,Eduqas;AQA;OCR;Edexcel,What is required for Kirchhoff’s Laws to be valid?,Changing magnetic fields,Non-conservative systems,Conservation of charge and energy,Constant temperature,C,Kirchhoff’s Laws are based on the conservation of charge and energy.,hard
Electricity,Kirchhoff’s Laws,Kirchhoff's First Law;application;example,Eduqas;AQA;OCR;Edexcel,Which of the following is a correct application of Kirchhoff’s First Law?,2 A entering a junction and 3 A leaving,4 A entering and 2 A + 2 A leaving,1 A entering and 2 A leaving,3 A entering and 3 A entering again,B,Current in = current out: 4 A = 2 A + 2 A.,easy
Electricity,Kirchhoff’s Laws,Kirchhoff;voltage;series circuit,Eduqas;AQA;OCR;Edexcel,"If two resistors in series drop 6 V and 9 V respectively, what is the battery voltage?",3 V,15 V,6 V,9 V,B,Battery voltage = sum of potential drops = 6 + 9 = 15 V.,easy
Electricity,Kirchhoff’s Laws,Kirchhoff's Laws;applications;analysis,Eduqas;AQA;OCR;Edexcel,"In a complex circuit, Kirchhoff’s Laws allow you to:",Measure resistance directly,Determine unknown currents and voltages,Remove all resistors,Convert AC to DC,B,Kirchhoff’s Laws help analyze circuits by solving for unknown currents and voltages.,medium
Electricity,Kirchhoff’s Laws,Kirchhoff;error;voltage balance,Eduqas;AQA;OCR;Edexcel,"In a loop, if EMFs sum to 20 V and total voltage drops are 22 V, what does this indicate?",Power is gained,Incorrect loop direction or assumption,Circuit is in equilibrium,Resistance is negative,B,"According to Kirchhoff’s Second Law, EMFs = total drops. If not, an assumption (e.g., current direction) may be incorrect.",hard
